us-gaap:stockholdersequity,fi2017q4_us-gaap_statementequitycomponentsaxis_us-gaap_retainedearningsmember,"98,330"
us-gaap:stockholdersequity,fi2018q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatedothercomprehensiveincomemember,"3,454"
us-gaap:stockholdersequity,fi2017q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatedothercomprehensiveincomemember,150
us-gaap:stockholdersequity,fi2016q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatedothercomprehensiveincomemember,634
us-gaap:stockholdersequity,fi2019q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatedothercomprehensiveincomemember,584
us-gaap:stockholdersequity,fi2018q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatedothercomprehensiveincomemember,"3,454"
us-gaap:stockholdersequity,fi2017q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatedothercomprehensiveincomemember,150
us-gaap:stockholdersequity,fi2019q4,"90,488"
us-gaap:stockholdersequity,fi2018q4,"107,147"
us-gaap:stockholdersequity,fi2017q4,"134,047"
us-gaap:increasedecreaseinotheroperatingassets,fd2019q4ytd,873
us-gaap:increasedecreaseinotheroperatingassets,fd2018q4ytd,423
us-gaap:increasedecreaseinotheroperatingassets,fd2017q4ytd,"5,318"
us-gaap:increasedecreaseincontractwithcustomerliability,fd2019q4ytd,625
us-gaap:increasedecreaseincontractwithcustomerliability,fd2018q4ytd,3
us-gaap:increasedecreaseincontractwithcustomerliability,fd2017q4ytd,593
us-gaap:increasedecreaseinotheroperatingliabilities,fd2019q4ytd,"4,700"
us-gaap:increasedecreaseinotheroperatingliabilities,fd2018q4ytd,"38,449"
us-gaap:increasedecreaseinotheroperatingliabilities,fd2017q4ytd,"1,092"
us-gaap:deferredtaxassetsliabilitiesnet,i2019q1_us-gaap_adjustmentsfornewaccountingpronouncementsaxis_us-gaap_accountingstandardsupdate201616member,2.7
us-gaap:otherassetsnoncurrent,i2019q1_us-gaap_adjustmentsfornewaccountingpronouncementsaxis_us-gaap_accountingstandardsupdate201616member,128
aapl:noncashactivitiesinvolvingpropertyplantandequipmentnetincreasedecreasetoaccountspayableandothercurrentliabilities,fd2019q4ytd,2.9
aapl:noncashactivitiesinvolvingpropertyplantandequipmentnetincreasedecreasetoaccountspayableandothercurrentliabilities,fd2018q4ytd,3.4
us-gaap:equitysecuritieswithoutreadilydeterminablefairvaluepolicytextblock,fd2019q4ytd,"Non-Marketable SecuritiesThe Company has elected to apply the measurement alternative to equity securities without readily determinable fair values. As such, the Company’s non-marketable equity securities are measured at cost, less any impairment, and are adjusted for changes in fair value resulting from observable transactions for identical or similar investments of the same issuer. Gains and losses on non-marketable equity securities are recognized in OI&E."
us-gaap:contractwithcustomerliability,fi2019q4,8.1
us-gaap:contractwithcustomerliability,fi2018q4,8.8
us-gaap:contractwithcustomerliabilityrevenuerecognized,fd2019q4ytd,5.9
us-gaap:contractwithcustomerliabilityrevenuerecognized,fd2018q4ytd,5.8
us-gaap:contractwithcustomerliabilityrevenuerecognized,fd2017q4ytd,6.3
us-gaap:equitysecuritieswithoutreadilydeterminablefairvalueamount,fi2019q4,2.9
us-gaap:derivativefairvalueofderivativeasset,fi2019q4_us-gaap_balancesheetlocationaxis_us-gaap_otherassetsmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_foreignexchangecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_designatedashedginginstrumentmember,"1,798"
us-gaap:derivativefairvalueofderivativeasset,fi2019q4_us-gaap_balancesheetlocationaxis_us-gaap_otherassetsmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_foreignexchangecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_nondesignatedmember,323
us-gaap:derivativefairvalueofderivativeasset,fi2019q4_us-gaap_balancesheetlocationaxis_us-gaap_otherassetsmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_foreignexchangecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member,"2,121"
us-gaap:derivativefairvalueofderivativeasset,fi2019q4_us-gaap_balancesheetlocationaxis_us-gaap_otherassetsmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_interestratecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_designatedashedginginstrumentmember,685
us-gaap:derivativefairvalueofderivativeasset,fi2019q4_us-gaap_balancesheetlocationaxis_us-gaap_otherassetsmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_interestratecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_nondesignatedmember,—
us-gaap:derivativefairvalueofderivativeasset,fi2019q4_us-gaap_balancesheetlocationaxis_us-gaap_otherassetsmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_interestratecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member,685
us-gaap:derivativefairvalueofderivativeliability,fi2019q4_us-gaap_balancesheetlocationaxis_us-gaap_otherliabilitiesmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_foreignexchangecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_designatedashedginginstrumentmember,"1,341"
us-gaap:derivativefairvalueofderivativeliability,fi2019q4_us-gaap_balancesheetlocationaxis_us-gaap_otherliabilitiesmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_foreignexchangecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_nondesignatedmember,160
us-gaap:derivativefairvalueofderivativeliability,fi2019q4_us-gaap_balancesheetlocationaxis_us-gaap_otherliabilitiesmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_foreignexchangecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member,"1,501"
us-gaap:derivativefairvalueofderivativeliability,fi2019q4_us-gaap_balancesheetlocationaxis_us-gaap_otherliabilitiesmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_interestratecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_designatedashedginginstrumentmember,105
us-gaap:derivativefairvalueofderivativeliability,fi2019q4_us-gaap_balancesheetlocationaxis_us-gaap_otherliabilitiesmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_interestratecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_nondesignatedmember,—
us-gaap:derivativefairvalueofderivativeliability,fi2019q4_us-gaap_balancesheetlocationaxis_us-gaap_otherliabilitiesmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_interestratecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member,105
us-gaap:derivativefairvalueofderivativeasset,fi2018q4_us-gaap_balancesheetlocationaxis_us-gaap_otherassetsmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_foreignexchangecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_designatedashedginginstrumentmember,"1,015"
us-gaap:derivativefairvalueofderivativeasset,fi2018q4_us-gaap_balancesheetlocationaxis_us-gaap_otherassetsmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_foreignexchangecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_nondesignatedmember,259
us-gaap:derivativefairvalueofderivativeasset,fi2018q4_us-gaap_balancesheetlocationaxis_us-gaap_otherassetsmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_foreignexchangecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member,"1,274"
us-gaap:derivativefairvalueofderivativeliability,fi2018q4_us-gaap_balancesheetlocationaxis_us-gaap_otherliabilitiesmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_foreignexchangecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_designatedashedginginstrumentmember,543
us-gaap:derivativefairvalueofderivativeliability,fi2018q4_us-gaap_balancesheetlocationaxis_us-gaap_otherliabilitiesmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_foreignexchangecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_nondesignatedmember,137
us-gaap:derivativefairvalueofderivativeliability,fi2018q4_us-gaap_balancesheetlocationaxis_us-gaap_otherliabilitiesmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_foreignexchangecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member,680
us-gaap:derivativefairvalueofderivativeliability,fi2018q4_us-gaap_balancesheetlocationaxis_us-gaap_otherliabilitiesmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_interestratecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_designatedashedginginstrumentmember,"1,456"
us-gaap:derivativefairvalueofderivativeliability,fi2018q4_us-gaap_balancesheetlocationaxis_us-gaap_otherliabilitiesmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_interestratecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member_us-gaap_hedgingdesignationaxis_us-gaap_nondesignatedmember,—
us-gaap:derivativefairvalueofderivativeliability,fi2018q4_us-gaap_balancesheetlocationaxis_us-gaap_otherliabilitiesmember_us-gaap_derivativeinstrumentriskaxis_us-gaap_interestratecontractmember_us-gaap_fairvaluebyfairvaluehierarchylevelaxis_us-gaap_fairvalueinputslevel2member,"1,456"
aapl:derivativeassetsreductionformasternettingarrangements,fi2019q4,2.7
aapl:derivativeassetsreductionformasternettingarrangements,fi2018q4,2.1
us-gaap:othernoncurrentliabilitiestabletextblock,fd2019q4ytd,"Other Non-Current Liabilities 2019 2018Long-term taxes payable$29,545 $33,589Other non-current liabilities20,958 15,325Total other non-current liabilities$50,503 $48,914"
us-gaap:otheraccruedliabilitiesnoncurrent,fi2019q4,"20,958"
us-gaap:otheraccruedliabilitiesnoncurrent,fi2018q4,"15,325"
us-gaap:otherliabilitiesnoncurrent,fi2019q4,"50,503"
us-gaap:otherliabilitiesnoncurrent,fi2018q4,"48,914"
us-gaap:scheduleofdeferredtaxassetsandliabilitiestabletextblock,fd2019q4ytd,"As of September 28, 2019 and September 29, 2018, the significant components of the Company’s deferred tax assets and liabilities were (in millions): 2019 2018Deferred tax assets:   Amortization and depreciation$11,433 $137Accrued liabilities and other reserves5,389 3,151Deferred revenue1,372 1,141Share-based compensation749 513Unrealized losses— 871Other697 797Total deferred tax assets, net19,640 6,610Deferred tax liabilities:   Minimum tax on foreign earnings10,809 —Earnings of foreign subsidiaries330 275Other456 501Total deferred tax liabilities11,595 776Net deferred tax assets/(liabilities)$8,045$5,834"
us-gaap:deferredtaxassetsgoodwillandintangibleassets,fi2019q4,"11,433"
us-gaap:deferredtaxassetspropertyplantandequipment,fi2018q4,137
us-gaap:deferredtaxassetstaxdeferredexpensereservesandaccruals,fi2019q4,"5,389"
us-gaap:deferredtaxassetstaxdeferredexpensereservesandaccruals,fi2018q4,"3,151"
us-gaap:deferredtaxassetsdeferredincome,fi2019q4,"1,372"
us-gaap:deferredtaxassetsdeferredincome,fi2018q4,"1,141"
us-gaap:deferredtaxassetstaxdeferredexpensecompensationandbenefitssharebasedcompensationcost,fi2019q4,749
us-gaap:deferredtaxassetstaxdeferredexpensecompensationandbenefitssharebasedcompensationcost,fi2018q4,513
us-gaap:deferredtaxassetsunrealizedlossesonavailableforsalesecuritiesgross,fi2019q4,—
us-gaap:deferredtaxassetsunrealizedlossesonavailableforsalesecuritiesgross,fi2018q4,871
us-gaap:deferredtaxassetsother,fi2019q4,697
us-gaap:deferredtaxassetsother,fi2018q4,797
us-gaap:deferredtaxassetsnet,fi2019q4,"19,640"
us-gaap:deferredtaxassetsnet,fi2018q4,"6,610"
aapl:deferredtaxliabilitiesminimumtaxonforeignearnings,fi2019q4,"10,809"
aapl:deferredtaxliabilitiesminimumtaxonforeignearnings,fi2018q4,—
us-gaap:deferredtaxliabilitiesundistributedforeignearnings,fi2019q4,330
us-gaap:deferredtaxliabilitiesundistributedforeignearnings,fi2018q4,275
us-gaap:deferredtaxliabilitiesother,fi2019q4,456
us-gaap:deferredtaxliabilitiesother,fi2018q4,501
us-gaap:deferredincometaxliabilities,fi2019q4,"11,595"
us-gaap:deferredincometaxliabilities,fi2018q4,776
us-gaap:deferredtaxassetsliabilitiesnet,fi2019q4,"8,045"
us-gaap:deferredtaxassetsliabilitiesnet,fi2018q4,"5,834"
us-gaap:stockholdersequitynotedisclosuretextblock,fd2019q4ytd,Shareholders’ Equity
us-gaap:stockholdersequity,fi2017q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatedtranslationadjustmentmember,354
us-gaap:stockholdersequity,fi2017q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatednetgainlossfromdesignatedorqualifyingcashflowhedgesmember,124
us-gaap:stockholdersequity,fi2017q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatednetunrealizedinvestmentgainlossmember,328
us-gaap:stockholdersequity,fi2017q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatedothercomprehensiveincomemember,150
us-gaap:stockholdersequity,fi2018q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatedtranslationadjustmentmember,"1,055"
us-gaap:stockholdersequity,fi2018q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatednetgainlossfromdesignatedorqualifyingcashflowhedgesmember,810
us-gaap:stockholdersequity,fi2018q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatednetunrealizedinvestmentgainlossmember,"3,209"
us-gaap:stockholdersequity,fi2018q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatedothercomprehensiveincomemember,"3,454"
us-gaap:stockholdersequity,fi2019q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatedtranslationadjustmentmember,"1,463"
us-gaap:stockholdersequity,fi2019q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatednetgainlossfromdesignatedorqualifyingcashflowhedgesmember,172
us-gaap:stockholdersequity,fi2019q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatednetunrealizedinvestmentgainlossmember,707
us-gaap:stockholdersequity,fi2019q4_us-gaap_statementequitycomponentsaxis_us-gaap_accumulatedothercomprehensiveincomemember,584
aapl:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsnumberofsharesofcommonsharesawardeduponsettlement,fd2019q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember_us-gaap_plannameaxis_aapl_employeestockplan2014planmember,one
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsnonvestednumber,fi2016q4_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"99,089"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsnonvestedweightedaveragegrantdatefairvalue,fi2016q4_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,97.54
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsgrantsinperiod,fd2017q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"50,112"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsgrantsinperiodweightedaveragegrantdatefairvalue,fd2017q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,121.65
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsvestedinperiod,fd2017q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"45,735"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsvestedinperiodweightedaveragegrantdatefairvalue,fd2017q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,95.48
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsforfeitedinperiod,fd2017q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"5,895"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsforfeituresweightedaveragegrantdatefairvalue,fd2017q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,106.87
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsnonvestednumber,fi2017q4_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"97,571"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsnonvestedweightedaveragegrantdatefairvalue,fi2017q4_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,110.33
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsgrantsinperiod,fd2018q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"45,351"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsgrantsinperiodweightedaveragegrantdatefairvalue,fd2018q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,162.86
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsvestedinperiod,fd2018q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"44,718"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsvestedinperiodweightedaveragegrantdatefairvalue,fd2018q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,111.24
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsforfeitedinperiod,fd2018q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"6,049"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsforfeituresweightedaveragegrantdatefairvalue,fd2018q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,127.82
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsnonvestednumber,fi2018q4_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"92,155"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsnonvestedweightedaveragegrantdatefairvalue,fi2018q4_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,134.60
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsgrantsinperiod,fd2019q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"36,852"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsgrantsinperiodweightedaveragegrantdatefairvalue,fd2019q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,215.95
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsvestedinperiod,fd2019q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"42,088"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsvestedinperiodweightedaveragegrantdatefairvalue,fd2019q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,135.21
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsforfeitedinperiod,fd2019q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"5,402"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsforfeituresweightedaveragegrantdatefairvalue,fd2019q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,162.85
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsnonvestednumber,fi2019q4_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"81,517"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsnonvestedweightedaveragegrantdatefairvalue,fi2019q4_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,169.18
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsaggregateintrinsicvaluenonvested,fi2019q4_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,"17,838"
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsvestedinperiodtotalfairvalue,fd2019q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,8.6
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsvestedinperiodtotalfairvalue,fd2018q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,7.6
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsvestedinperiodtotalfairvalue,fd2017q4ytd_us-gaap_awardtypeaxis_us-gaap_restrictedstockunitsrsumember,6.1
us-gaap:scheduleofproductwarrantyliabilitytabletextblock,fd2019q4ytd,"The following table shows changes in the Company’s accrued warranties and related costs for 2019, 2018 and 2017 (in millions): 2019 2018 2017Beginning accrued warranty and related costs$3,692 $3,834 $3,702Cost of warranty claims(3,857) (4,115) (4,322)Accruals for product warranty3,735 3,973 4,454Ending accrued warranty and related costs$3,570$3,692$3,834"
us-gaap:scheduleofrevenuesfromexternalcustomersandlonglivedassetsbygeographicalareastabletextblock,fd2019q4ytd,Net sales for
us-gaap:noncurrentassets,fi2019q4_srt_statementgeographicalaxis_country_us,"24,711"
us-gaap:noncurrentassets,fi2018q4_srt_statementgeographicalaxis_country_us,"23,963"
us-gaap:noncurrentassets,fi2019q4_srt_statementgeographicalaxis_country_cn,"9,064"
us-gaap:noncurrentassets,fi2018q4_srt_statementgeographicalaxis_country_cn,"13,268"
us-gaap:noncurrentassets,fi2019q4_srt_statementgeographicalaxis_aapl_othercountriesmember,"3,603"
us-gaap:noncurrentassets,fi2018q4_srt_statementgeographicalaxis_aapl_othercountriesmember,"4,073"
us-gaap:noncurrentassets,fi2019q4,"37,378"
us-gaap:noncurrentassets,fi2018q4,"41,304"
